groupItemTitle,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_ticker,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss,prediction_correct
Other,"[""Yes"", ""No""]","[""0"", ""1""]",154202.1704,154202.1704,True,True,"[""47494881901905593292172226984538634188724655277369039461327851990363150712536"", ""3867801635008034272135959559653072614638180130132755665799311566202185387988""]",2024-irish-general-election,Ireland General Election,This is a market on the outcome and results of the 2024 Irish general election.,1546348.847, Ireland, Parliamentary,767.0,No,4.7499999999999995e+76,0.003,0.016999663,0.00426646,0.694821039,0.015000003,0.0,0.0,0.002,0.003,0.994,16.0,81.5625,1.8125,1.4375,0.696551724,1.592118227,401.0,3.25436409,0.10723192,1.557854406,0.523690773,0.00497399,1.912718204,0,9e-06,0.003004509,1.0
Pearse Doherty,"[""Yes"", ""No""]","[""0"", ""1""]",154086.0012,154086.0012,True,True,"[""1598467563205717591379760268553358565652938436932669918143119562655295686736"", ""115293805579302454747382935676245117032748083274808937484362267813827058915040""]",next-prime-minster-of-ireland,Next Prime Minister of Ireland,This is a market on predicting who will be the next Prime Minister of Ireland.,13618946.85, Ireland, Prime Minister,90.0,No,1.6e+75,0.004,0.004,0.003717185,0.306687924,0.005999888,-0.001,0.0,0.003,0.004,0.992,16.0,120.4375,2.103059581,4.5625,0.908147379,2.075765439,600.0,3.211666667,0.231666667,1.523611832,0.861666667,0.000584089,0.15,0,1.6e-05,0.004008021,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",153723.2502,153723.2502,True,True,"[""84439837773164457721562938989476144514221691118767622414917017467498968008300"", ""13310920505912195795685878817959980798587941390838176717288739704026908151901""]",montana-presidential-election-winner,Montana Presidential Election Winner,This is a market on predicting the winner of the presidential election in Montana.,427161.8347, United States, Presidential,5.0,Yes,8.439999999999999e+76,0.991512799,0.992,0.987886541,0.004389018,0.013999215,0.004999215,0.0,0.993999215,0.008487201,0.983025598,221.0,2.787330317,1.223826715,0.43438914,0.214285714,6.765306122,235.0,2.621276596,0.085106383,1.230519481,0.263829787,3.25E-05,0.021276596,1,7.2e-05,0.008523422,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",153031.5153,153031.5153,True,True,"[""50255601432946938341688184754753179031423230602160762663937838912151613799850"", ""52338545296343544913734113724975982021348775042521252606625012424180845088698""]",washington-governor-election-winner,Washington Governor Election Winner,This is a market on predicting the winner of the Washington Governor election.,260784.7282, United States, Governor,0.0,No,5.0299999999999996e+76,0.001,0.001,0.001666667,0.376399396,0.001,-0.001,0.0,0.001,0.001,0.998,240.0,6.491666667,0.933002481,0.254166667,0.005134788,0.176049881,450.0,3.462222222,0.68,1.231707317,0.008888889,0,0,0,1e-06,0.0010005,1.0
Donald Trump,"[""Yes"", ""No""]","[""0"", ""1""]",152403.6943,152403.6943,True,True,"[""38390716162236669376777578672738922254175457432609528432958168185061562868880"", ""97582575770985493714882745699501935388502057200748234426392268775131780785257""]",connecticut-presidential-election-winner,Connecticut Presidential Election Winner,This is a market on predicting the winner of the presidential election in Connecticut.,545063.7262, United States, Presidential,10.0,No,3.84e+76,0.023844029,0.011,0.01991835,0.286430442,0.012844029,-0.001657582,0.0,0.017342418,0.023844029,0.952311942,221.0,3.402714932,1.278787879,0.398190045,0.03856383,1.217515198,282.0,2.666666667,0.602836879,1.231382979,0.060283688,6.56E-05,0.035460993,0,0.000568538,0.024132899,1.0
Kamala Harris,"[""Yes"", ""No""]","[""1"", ""0""]",151103.2506,151103.2506,True,True,"[""11028128816747208091712416695867799346427713160768328916071913494285831076399"", ""19064017959212910994646458689910004951720991332986086157865346902822093585076""]",vermont-presidential-election-winner,Vermont Presidential Election Winner,This is a market on predicting the winner of the presidential election in Vermont.,411111.8724, United States, Presidential,3.0,Yes,1.1e+76,0.989,0.991,0.991656561,0.004246594,0.015,0.014,0.0,0.995,0.011,0.978,221.0,3.850678733,1.431428571,0.533936652,0.113983549,3.598623468,238.0,3.575630252,0.151260504,1.25146886,0.176470588,1.99E-05,0.012605042,1,0.000121,0.011060947,1.0
RN/UXD,"[""Yes"", ""No""]","[""0"", ""1""]",150481.39,150481.3888,True,True,"[""23912411934358847001101792611940338346364641309409406156816327931971891150342"", ""48183365698257639265086628126760712437220697522980228251216693357926353868879""]",which-coalition-wins-most-seats-in-french-election,Which coalition wins most seats in French Election?,asdsads,385162.0076, France, Parliamentary,6.0,No,2.39e+76,0.91,0.92,0.911885508,0.023076305,0.089999905,0.06,0.0,0.93,0.91,0.82,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,164.0,4.542682927,0.201219512,1.257718121,0.579268293,3.99E-05,0.036585366,0,0.8281,2.407945609,0.0
Democrat,"[""Yes"", ""No""]","[""0"", ""1""]",148519.2615,148519.2615,True,True,"[""44654349958461050053406728973079846715045626572694293369547984435775623589312"", ""35146497898416205827043529558767688423973661575262750615714111340634784642427""]",congressional-district-2nd-maine-presidential-election-winner,Maine's 2nd Congressional District Presidential Election Winner,This is a market on the winner of the presidential election in Maine's 2nd Congressional District.,2739807.851, United States, Presidential,3.0,No,4.47e+76,0.164,0.17,0.163460052,0.521931251,0.138747428,0.11,0.0,0.15,0.164,0.672,208.0,1.254807692,2.034883721,0.274038462,0.333333333,9.904761905,89.0,2.93258427,0.191011236,1.0,0.235955056,2.02E-05,0.033707865,0,0.026896,0.179126666,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",148445.6316,148445.6316,True,True,"[""107522587888956657725619810357030133777015548886105324400975858186021620696066"", ""99825451410115872462650544331163684909305727818940318248461970706676639419113""]",delaware-presidential-election-winner-2024,Delaware Presidential Election Winner,This is a market on predicting the winner of the presidential election in Delaware.,541418.4169, United States, Presidential,7.0,No,1.08e+77,0.009,0.001,0.007714226,0.822520841,0.008000001,-0.001,0.0,0.001,0.009,0.982,221.0,7.918552036,1.206809584,0.470588235,0.093142857,2.940653061,640.0,2.734375,0.60625,1.232,0.05625,4.72E-05,0.0109375,0,8.1e-05,0.009040745,1.0
Donald Trump,"[""Yes"", ""No""]","[""1"", ""0""]",147990.9628,147990.9628,True,True,"[""72149517308695537813005938954628437933289560515726904838630509732400908747573"", ""61216280730679409119255246660553015863878351184414772273084557897935857241554""]",idaho-presidential-election-winner,Idaho Presidential Election Winner,This is a market on predicting the winner of the presidential election in Idaho.,266422.3194, United States, Presidential,3.0,Yes,7.21e+76,0.9899919,0.984,0.986948308,0.001673995,0.012,0.006000009,0.0,0.994,0.0100081,0.9799838,221.0,4.470588235,1.240362812,0.50678733,0.511133603,16.13721805,391.0,2.52685422,0.074168798,1.254048583,0.62915601,2.03E-05,0.007672634,1,0.000100162,0.010058518,1.0
Tom Tugendhat,"[""Yes"", ""No""]","[""0"", ""1""]",147509.12,147509.1168,True,True,"[""87232764005766196023922695422176413517238991243430998388596810205070439032406"", ""39230047707283966276978124568358147989186088817704538688084706146750713646505""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,8.72e+76,0.001,0.001,0.0269352465,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,154.0,2.454545455,0.428571429,1.19047619,0.019480519,4.07E-05,0.038961039,0,1e-06,0.0010005,1.0
Progressive Conservative,"[""Yes"", ""No""]","[""1"", ""0""]",147404.4192,147404.4192,True,True,"[""83805164650685542420590595646144956760560101038162497845954312632514697734138"", ""14797075632580149708366237601391703094013719125373152426820928194620683498833""]",ontario-parliamentary-election-winner,Ontario Parliamentary Election Winner ,"The 2025 Ontario parliamentary elections are scheduled to take place on February 27, 2025 to elect the 44th Parliament of Ontario. 

This market will resolve to the political party that controls the most seats in the 44th Parliament of Ontario as a result of the upcoming election.

If voting in the next Ontario parliamentary election does not occur by December 31, 2025, this market will resolve to ""Other"".

In the case of a tie between this party and any other for the most seats held, this market will resolve in favor of the party whose listed name comes first in alphabetical order.

This market's resolution will be based solely on the number of seats won by this party, not any coalition of which it may be a part.

This market will resolve based on the result of the election as indicated by a consensus of credible reporting. If there is ambiguity, this market will resolve based solely on the official results as reported by the Ontario government (e.g. via https://results.elections.on.ca/en/results-overview).",2814629.557, Canada, Provincial,25.0,Yes,8.38e+76,0.997,0.996,0.995272203,0.002240153,0.019,0.005000659,0.0,0.998,0.003,0.994,27.0,111.9259259,2.68986569,1.148148148,0.334546658,1.290394252,1824.0,1.656798246,0.038925439,1.274983455,0.36622807,0.000169601,0.01370614,1,9e-06,0.003004509,1.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",146626.4798,146626.4798,True,True,"[""60889048147797524701800007101188575250723716324205064929302470026955323396113"", ""110824948174136393319446534814629401450997149208924182574408000036681728080855""]",kentucky-presidential-election-winner,Kentucky Presidential Election Winner,This is a market on the predicted winner of the presidential election in Kentucky.,2485498.545, United States, Presidential,11.0,No,6.09e+76,0.005,0.003,0.007048564,0.400731379,0.008000079,0.004701857,0.0,0.00805912,0.005,0.99,221.0,3.402714932,2.172995781,0.357466063,0.363031915,11.46143617,379.0,1.984168865,0.321899736,1.269946809,0.501319261,7.50E-05,0.029023747,0,2.5e-05,0.005012542,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",141518.047,141518.047,True,True,"[""87457846164578068028849984796774236938932634033118620818280027405849234499084"", ""115571951387474594612253719795407463833438966077484559997535394097526983086109""]",massachusetts-presidential-election-winner,Massachusetts Presidential Election Winner,This is a market on predicting the winner of the presidential election in Massachusetts.,630058.8088, United States, Presidential,4.0,No,8.749999999999999e+76,0.001,0.001,0.005144689,0.941376315,0.008,0.0,0.0,0.002,0.001,0.998,221.0,7.904977376,1.203026482,0.407239819,0.123068117,3.885436258,627.0,2.786283892,0.741626794,1.266170578,0.12599681,2.83E-05,0.006379585,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",140745.4704,140745.4704,True,True,"[""107379259714152524602118913826652243579901773997598509397306132998351378676327"", ""92317413773546999159112687898487931284338136318600954236736030181822928686435""]",indiana-governor-election-winner,Indiana Governor Election Winner,This is a market on predicting the winner of the Indiana governor election.,295018.1695, United States, Governor,1.0,No,1.0699999999999999e+77,0.001,0.001,0.001,0.763923188,0.007,-0.007,0.0,0.001,0.001,0.998,241.0,9.31120332,0.851485149,0.211618257,0.049465241,1.703017571,583.0,3.849056604,0.82161235,1.23573975,0.068610635,7.11E-06,0.001715266,0,1e-06,0.0010005,1.0
Kamala Harris,"[""Yes"", ""No""]","[""0"", ""1""]",140716.2456,140716.2456,True,True,"[""44838157404976619123429287997308360643936862040748095697293284113477019609417"", ""33800365545819449595567082750537714910337509144644384454171903906829894621251""]",missouri-presidential-election-winner,Missouri Presidential Election Winner,This is a market on predicting the winner of the presidential election in Missouri.,2608186.12, United States, Presidential,1.0,No,4.4799999999999995e+76,0.004,0.011,0.019186044,0.651763558,0.027499219,-0.005,0.0,0.004,0.004,0.992,221.0,2.945701357,1.229452055,0.375565611,0.167434716,5.286153171,237.0,2.746835443,0.582278481,1.25499232,0.147679325,7.11E-06,0.004219409,0,1.6e-05,0.004008021,1.0
Other,"[""Yes"", ""No""]","[""1"", ""0""]",140006.88,140006.8757,True,True,"[""51136625684130696456859030967017624744628979612956531020944704603141510738593"", ""58774348025616294739936488952608681670136230758665071173545720774460003671469""]",republican-vp-supplemental,Republican VP cont.,asd,13042323.83, United States, Vice Presidential,94.0,Yes,5.1099999999999997e+76,0.999,0.999,0.0269352465,0.266514839,0.629,0.439,6.0,0.999,0.001,0.998,72.0,12.38888889,3.168224299,0.833333333,0.252242152,2.594490711,143.0,6.237762238,0.125874126,1.402466368,0.237762238,0.000671396,0.657342657,1,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",139558.217,139558.217,True,True,"[""45707120010925428901399010334714886168663041774329016976269280856583414101569"", ""7506537464676745226214430815850317266606535645663440086849210565357466692590""]",washington-presidential-election-winner,Washington Presidential Election Winner,This is a market on predicting the winner of the Washington Presidential Election.,754503.5003, United States, Presidential,12.0,No,4.57e+76,0.001,0.001,0.001,0.215198404,0.001,0.0,0.0,0.001,0.001,0.998,221.0,10.42986425,1.401041667,0.398190045,0.138394794,4.369321351,702.0,3.283475783,0.5,1.35835141,0.333333333,8.60E-05,0.017094017,0,1e-06,0.0010005,1.0
Kemi Badenoch,"[""Yes"", ""No""]","[""0"", ""1""]",138971.32,138971.3153,True,True,"[""72881735786624599403359789542925066286410796657565109310690951108267820954703"", ""18680431246878886800511116143803769906131646643245326620004347172877323281529""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,7.29e+76,0.001,0.001,0.0269352465,0.0,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,133.0,2.533834586,0.443609023,1.18694362,0.022556391,4.32E-05,0.045112782,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",138199.0867,138199.0867,True,True,"[""104385848468229900646767549729792377517380218589744121381388516227198962299796"", ""22567754981082160836965411018976229425403066748731877615994050608488817557010""]",maine-us-senate-election-winner,Maine Senate Election Winner,This is a market on predicting the winner of the Maine Senate election.,271210.7384, United States, Senate,8.0,No,1.04e+77,0.008999551,0.008999551,0.0269352465,0.537476997,0.007000001,0.006999551,0.0,0.008999551,0.008999551,0.982000898,206.0,13.94174757,0.99029799,0.32038835,0.057103064,1.6804616,582.0,4.934707904,0.807560137,1.256267409,0.104810997,5.79E-05,0.013745704,0,8.1e-05,0.009040292,1.0
Border,"[""Yes"", ""No""]","[""1"", ""0""]",137596.2196,137596.2196,True,True,"[""97655784068662805971459034942972333789302709610504439421090582255540422745052"", ""58212408415976263419122053738470285045379400388243637892952635949576349365932""]",what-will-trump-say-in-speech-after-election-is-called,What will Trump say in first speech after AP calls the election?,This is a market on predicting the content of Trump's speech following the announcement of election results.,1881199.226, United States, Presidential Speech,980.0,Yes,9.77e+76,0.999,0.999,0.0269352465,0.170871727,0.015,0.0,0.0,0.999,0.001,0.998,24.0,47.33333333,1.605504587,0.458333333,0.0,4.000694449,471.0,2.411889597,0.13163482,1.163732394,0.0,0.007122289,2.080679406,1,1e-06,0.0010005,1.0
Robert Jenrick,"[""Yes"", ""No""]","[""0"", ""1""]",137462.77,137462.7713,True,True,"[""63140472393188364519493367580846790826426240427242482873558004598987203600817"", ""18272933931626506686896887502081028869312595556476799127136103210693687412056""]",uk-election-next-prime-minister,Next UK prime minister?,qqqqqqqq,2397663.427, United Kingdom, Prime Minister,6.0,No,6.309999999999999e+76,0.001,0.001,0.0269352465,2.27e-16,0.0,0.0,0.0,0.001,0.001,0.998,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,153.0,2.575163399,0.379084967,1.223350254,0.032679739,4.36E-05,0.039215686,0,1e-06,0.0010005,1.0
Other,"[""Yes"", ""No""]","[""0"", ""1""]",137287.92,137287.9195,True,True,"[""38965699389600269015601630330171619351425408577468184384108484324239157981887"", ""44750104454303812884965952441974031083049765633188277882475744786053591047229""]",which-party-wins-the-most-seats-in-french-election,Which party wins the most seats in French Election?,asd,917487.506, France, Parliamentary,182.0,No,3.9e+76,0.008,0.001,0.00270753,0.591817908,0.007,0.0,0.0,0.003,0.008,0.984,215.0,23.0,1.430203917,0.611111111,0.226215645,4.000694449,116.0,3.706896552,0.146551724,1.255813953,0.612068966,0.001325681,1.568965517,0,6.4e-05,0.008032172,1.0
